cust_id,jan_month_spending,jan_month_freq,feb_month_spending,feb_month_freq,mar_month_spending,mar_month_freq,apr_month_spending,apr_month_freq,may_month_spending,may_month_freq,jun_month_spending,jun_month_freq,jul_month_spending,jul_month_freq,aug_month_spending,aug_month_freq,sep_month_spending,sep_month_freq,oct_month_spending,oct_month_freq,nov_month_spending,nov_month_freq,dec_month_spending,dec_month_freq,Monday_spending,Tuesday_spending,Wednesday_spending,Thursday_spending,Friday_spending,Saturday_spending,Sunday_spending,discount_freq,product_types,discount_rate,total_spending,total_freq
32209834,622.99,25,554.13,24,673.54,23,857.4,30,886.07,29,628.41,23,639.09,27,136.24,9,519.68,19,833.86,22,666.52,22,708.36,25,1039.18,2032.22,1150.24,1065.09,809.14,1266.52,363.9,0.409202958,1193,0.198648145,7726.29,0.380821918
32679614,387.42,23,276.78,18,439.42,24,587.41,25,443.46,23,770.95,46,571.63,43,780.3,42,633.11,38,787.11,48,734.72,31,1054.25,41,558.83,1098.91,1042.08,1278.43,990.67,1330.66,1166.98,0.361660079,1665,0.164070022,7466.56,0.550684932
33119617,500.04,32,665.21,28,887.7,35,976.38,27,755.18,30,417.22,26,541.76,37,320.39,20,471.56,25,277.68,21,276.39,24,583.01,28,526,704.85,710.15,1017.86,1022.69,1517.84,1173.13,0.31508932,947,0.193035881,6672.52,0.456164384
33209802,620.38,26,597.41,22,699.27,22,663.13,23,799.51,22,413.67,18,433.67,24,432.7,16,491.78,25,492.87,20,687,30,498.55,21,968.78,880.63,1224.71,698.3,698.15,1880.52,478.85,0.483412322,1259,0.217754719,6829.94,0.368493151
34579537,293.27,17,297.81,16,381.11,20,210.8,13,354.77,16,304.57,22,328.12,29,357.26,18,667.48,31,661.6,37,682.36,26,653.96,33,508.91,977.53,1006.32,537.79,697.57,640.19,824.8,0.23791509,937,0.126286232,5193.11,0.380821918
34679977,738.47,33,585.35,22,671.38,26,767.56,26,767.4,30,550.13,29,805.39,33,481.04,27,567.67,27,419.61,27,613.49,28,669.25,28,601.39,719.08,794.07,2013.26,1752.65,1518.05,238.24,0.327299059,1010,0.162165038,7636.74,0.460273973
34849868,328.34,31,323.53,27,435.84,34,480.51,39,574.7,42,620.06,44,640.57,43,512.86,50,511.62,41,565.78,39,426.8,39,586.96,44,721.14,966.49,713.91,951.44,1131.46,970.48,552.65,0.255155681,1364,0.13864901,6007.57,0.647945205
35999976,394.2,15,191.51,9,451.29,25,583.98,30,646.51,37,960.44,44,687.31,37,759.53,24,139.46,8,598.32,40,372.26,24,459.91,25,502.88,1034.65,875.87,528.29,967.77,1475.58,859.68,0.312966735,871,0.168711812,6244.72,0.435616438
36339672,657.58,42,649.89,38,808.67,45,1024.18,49,916.48,42,666.83,38,796.65,35,961.45,39,663.34,36,780.59,37,739.15,36,903.67,44,1251.6,1243.41,1092.63,1022.68,1790.81,1179.83,1987.52,0.394372914,1308,0.204001091,9568.48,0.65890411
36389888,494.49,28,453.38,25,639.81,37,510.78,32,682.21,37,572.48,42,615.87,38,417.57,30,500.69,25,569.62,30,499.87,30,517.76,27,472.41,1062.45,787.03,811.15,965.73,1796.08,579.68,0.197991968,622,0.079373047,6474.53,0.521917808
36419816,459.47,29,461.35,32,568.91,35,535.39,33,781.16,36,679.36,34,480.54,32,632.06,24,590.96,31,540.77,32,649.52,31,838.71,36,1093.42,1651.19,2337.3,1056.35,191.15,354.31,534.48,0.354949588,1264,0.204275495,7218.2,0.52739726
36459929,367.05,24,535.17,23,326.41,19,622.69,22,545.86,22,307.2,21,571.82,24,606.15,30,379.69,22,314.41,19,305.02,14,540.91,25,315.84,899.95,727.54,640.65,513.22,1327.53,997.65,0.362633452,919,0.203385448,5422.38,0.363013699
36469872,402.9,37,500.49,38,582.38,41,679.62,44,464.67,36,574.42,33,661.13,46,845.22,54,679.7,50,587.24,53,486.7,49,724.18,48,714.24,1338.83,758.74,1138.72,915.08,1427.24,895.8,0.333845478,1483,0.170702417,7188.65,0.724657534
36619796,458.23,30,401.63,26,399.52,22,425.72,16,572.44,28,759.65,45,850.81,46,604.3,40,461.25,31,558.83,39,728.86,46,779.16,41,643.81,882.91,948.27,937.75,690.76,1513.9,1383,0.340933768,1092,0.159664269,7000.4,0.561643836
37269831,445.57,27,556.02,35,481.7,27,530.09,27,704.61,27,436.21,21,505.57,29,802.39,37,500.62,26,372.05,22,443.04,27,310.49,21,1049.59,750.62,847.07,809.91,626.03,1014.56,990.58,0.386071342,900,0.208138729,6088.36,0.446575342
37429923,347.74,19,181.41,11,421.28,19,493.38,18,344.41,17,367.35,18,233.27,14,113.25,5,511.31,24,777.89,35,633.51,28,866.17,35,626.25,889.23,864.98,621.7,733.13,583.5,972.18,0.180018002,632,0.067068806,5290.97,0.332876712
37489965,941.06,34,774.78,26,1103.58,37,1189.49,30,1236.59,34,969.98,29,1043.49,30,703.47,25,843.64,28,1073.24,28,929.68,16,830.73,28,779.07,750.14,638.98,706.52,991.59,4634.22,3139.21,0.291172596,1107,0.140950806,11639.73,0.47260274
38079788,699.04,30,912.49,35,1303.56,41,827.62,28,861.32,19,782.71,18,941.03,21,788.81,25,1090.05,22,604.72,16,1162.53,21,865.5,19,632.37,1714.01,2204.28,1270.76,2825.7,1710.24,482.02,0.403841418,1281,0.194142478,10839.38,0.404109589
38599801,356.19,18,442.39,15,519.24,20,488.58,15,483.89,17,391.99,20,439.66,17,428.56,19,538.54,29,606,25,362.4,19,374.6,17,637.96,1162.68,830.63,909.1,1026,573.01,292.66,0.321790836,960,0.153831176,5432.04,0.316438356
38659789,605.5,34,557.04,34,799.37,28,702.09,28,818.6,42,501.35,30,635.94,30,646.22,31,476.99,27,567.9,26,362.86,23,614.01,31,632.32,1901.68,1042.89,484.44,781.75,1043.93,1400.86,0.368460955,1160,0.205954359,7287.87,0.498630137
39439753,593.85,29,509.14,22,607.17,21,466.57,23,710.28,23,430.4,20,435.07,22,363.53,14,234.2,12,338.17,12,171.12,11,719.56,17,1140.24,823.84,706,503.71,780.57,852.58,772.12,0.465598492,956,0.202116036,5579.06,0.309589041
39489900,696.05,26,726.24,24,793.88,30,801.69,29,747.37,30,738.11,24,835.26,32,664.09,24,651.66,30,608.34,28,556.83,27,1150.59,36,1190.41,1514.39,1633.58,1230.92,1726.81,738.63,935.37,0.184747145,761,0.078267205,8970.11,0.465753425
40429901,388.55,25,634.41,23,624.25,18,516.24,18,442.22,13,576.59,20,714.09,18,454.1,18,417.8,21,428.57,19,396.77,23,1424.1,25,858.96,435.68,568.79,3010.9,529.42,879.66,734.28,0.249516441,664,0.116245654,7017.69,0.330136986
40609703,426.08,20,454.67,21,504.64,23,550.14,24,523.17,22,478.55,23,448.41,16,501.82,23,605.23,24,439.93,29,639.3,25,406.99,23,372.26,497.93,642.44,684.12,812.85,1975.98,993.35,0.282342906,867,0.128388849,5978.93,0.373972603
41169921,650.27,21,479.68,21,650.19,18,787.58,24,706.15,18,788.52,28,1079.71,25,700.53,24,558.08,24,807.41,21,615.82,16,793.59,18,968.52,1285.78,1635.58,1402.35,1348.91,1069.8,906.59,0.443478261,1567,0.21217853,8617.53,0.353424658
41829882,394.44,27,474.97,28,770.05,37,658.36,32,1047.77,40,739.9,30,858.58,42,762.78,35,624.26,39,840.99,44,710.25,41,847.12,42,1219.3,1544.26,1620.84,1424.25,881.57,1458.68,580.57,0.327794987,617,0.186554125,8729.47,0.598630137
41879910,455.83,32,504.28,36,569.16,35,457,28,650.33,32,579.29,43,701.13,46,469.66,28,913.24,49,685.67,46,784.16,45,637.4,47,760.42,1249.47,1381.36,1329.33,1014.28,997.19,675.1,0.317666126,717,0.124300264,7407.15,0.639726027
41979833,749.85,25,407.28,18,593.38,21,662.06,13,598.01,14,622.91,21,777.35,24,544.2,13,410.99,16,408.05,16,616.2,19,1213.29,28,399.5,773.38,745.85,1150.38,1494.89,1357.55,1682.02,0.433415754,967,0.225429634,7603.57,0.312328767
43479654,550.75,25,572.73,20,786.91,25,628.27,21,939.56,25,822.45,32,1107.25,30,791.83,28,450.05,25,642.87,24,574.76,23,490.53,17,1153.14,1175.02,811.08,1138.29,1213.19,1885.13,982.11,0.253499696,1019,0.176006877,8357.96,0.404109589
43489881,595.24,39,406.25,35,554.43,37,505.31,39,656.36,41,482.58,39,468.77,38,466.12,37,533.64,37,592.96,46,608.86,49,890.44,49,543.54,1035.59,738.71,1009.75,1203.98,1333.33,896.06,0.405314819,1031,0.199507459,6760.96,0.665753425
44349990,747.43,29,639.04,24,1053.73,33,940.73,32,794.97,27,523.1,23,791.36,30,762.85,32,695.46,29,819.73,29,674.09,27,1070.04,34,514.39,1347.06,755.87,692.29,836.93,776.21,4589.78,0.346942291,1111,0.161318223,9512.53,0.478082192
45489867,594.77,33,575.58,31,687.15,34,705.62,36,797.71,47,653.43,41,574.42,35,781.26,47,594.59,41,633.81,39,646.77,43,676.25,44,816.26,916.88,971.22,738.1,895.02,1701.29,1882.59,0.268914474,1307,0.120992575,7921.36,0.645205479
47299897,818.73,25,410.74,21,580.79,22,635.36,19,771.08,27,533.07,20,744.61,25,535.91,32,519.42,17,315.64,11,496.72,20,937.76,29,682.28,912.48,920.86,1070.4,722.47,1406.98,1584.36,0.310021436,1078,0.147114493,7299.83,0.367123288
47339915,608.56,35,635.53,28,830.26,35,892.58,32,685.01,24,441.13,21,523.83,24,453.61,25,348.2,21,364.78,25,526.72,28,572.17,32,631.48,1137.17,1132.61,1328.71,993.83,791.89,866.69,0.368006304,1031,0.203674327,6882.38,0.452054795
48019616,610.99,21,585.28,26,708.22,27,911.93,28,517.39,21,448.42,16,570.79,19,550.12,23,455.96,16,538.69,14,488.28,16,794.25,29,340.21,303.92,590.05,767.66,905.27,2775.41,1497.8,0.368180218,1062,0.17090108,7180.32,0.350684932
48049896,701.37,21,603.01,19,903.53,23,755.59,25,630.52,25,472.91,22,631.87,28,619.58,23,686.52,23,721.04,25,782.48,24,708.48,24,1052.98,2152.47,1369.87,842.78,1382.2,884.12,532.48,0.364441564,836,0.178220426,8216.9,0.38630137
48709972,609.46,21,536.2,19,657.89,25,947.2,28,687.22,21,715.2,24,794.98,20,845.55,19,535.56,18,896.52,29,664.35,25,1003.11,29,665.14,428.58,460.86,623.86,725.74,2899.02,3090.04,0.240537575,983,0.093110456,8893.24,0.380821918
48739827,546.27,21,987.06,19,991.53,21,690.14,18,844.32,30,779.28,38,679.93,33,971.5,41,917.28,32,1027.08,35,976.98,37,1599,44,1439.61,1408.36,1516.1,1472.05,1998.56,1751.56,1424.13,0.332036001,1525,0.156234003,11010.37,0.505479452
48999970,457.08,28,561.03,31,816.41,42,729.38,39,491.89,37,459.96,41,744.46,36,625.71,28,385.48,30,422.63,29,274.91,26,664.54,37,476.08,760.7,813.49,579.48,1238.79,2228.15,536.79,0.351648352,1097,0.175259321,6633.48,0.553424658
49159936,470.94,24,415.84,26,547.77,28,649.76,23,614.13,33,582.89,31,596.45,39,782.16,31,469.12,36,525.81,34,373.65,29,830.34,30,516.25,1668.75,1241.97,887.94,1151.74,993.18,399.03,0.477832512,1112,0.242052104,6858.86,0.498630137
49579941,570.04,41,707.59,36,753.62,42,816.28,41,553.43,35,738.34,42,764.66,43,747.02,33,675.38,40,696.46,38,604.01,40,1079.39,39,861.11,1051.74,1046.47,899.43,1177.42,2513.41,1156.64,0.256298147,1231,0.13424269,8706.22,0.643835616
49579988,310.53,26,398.18,29,611.65,38,625.29,41,625.85,44,483.62,41,806.87,47,431.97,30,616.65,41,669.88,42,583.43,38,1273.15,38,662.23,940.31,1121.01,900.68,970.26,1844.65,997.93,0.327543424,1002,0.159172363,7437.07,0.623287671
50099728,260.51,23,357.37,27,414.04,27,564.97,35,576.58,34,310.43,19,328.51,24,589.68,25,304.77,20,387.04,25,386.27,21,356.64,23,883.05,706.61,704.57,905.23,679.98,536.86,420.51,0.310724106,896,0.16801094,4836.81,0.415068493
50819784,545.55,36,634.05,40,664.6,45,698.17,31,623.58,42,284.39,26,344.01,26,218.79,16,354.31,24,358.87,25,619.04,34,554.9,31,373.17,949.73,1331.64,1062.74,891.92,714.63,576.43,0.324744088,917,0.172718873,5900.26,0.515068493
51499926,418.56,25,571.17,30,519.07,27,944.82,41,963.86,36,765.31,39,1031.14,43,703.1,33,645.18,32,658.61,37,340.81,27,500.97,19,1002.01,1152.03,1074.54,1118.15,1082.97,1468.28,1164.62,0.409512044,1118,0.236829377,8062.6,0.532876712
51999833,652.38,31,502.07,22,794.32,26,877.52,28,685.47,24,498.69,21,569.76,19,419.1,18,647.4,22,461.22,20,593.13,24,1053.34,28,289.46,1235.37,796.66,1384.76,2692.67,1198.49,156.99,0.311652366,834,0.147140859,7754.4,0.387671233
52089714,649.72,43,611.87,46,687.75,51,826.97,54,676.82,39,639.45,38,770.55,41,1001.62,53,737.88,45,1017.66,50,711.04,54,865.83,50,772.02,938.17,912.1,731.11,1444.39,2157.22,2242.15,0.285424354,1239,0.132982208,9197.16,0.77260274
52959877,623.23,29,713.17,29,698.03,31,482.29,27,669.47,26,380.65,21,591.5,23,513.49,24,513.05,22,594.53,21,455.9,21,353.34,23,875.88,874.19,1611.62,647.74,726.35,994.49,858.38,0.357909153,1004,0.178200001,6588.65,0.406849315
52979881,453.95,44,351.57,35,589.06,38,520.12,41,583.98,45,547.35,43,626.87,47,478.5,49,549.11,50,446.7,45,454.57,47,553.7,46,808.46,962.52,1045.65,882.35,805.42,627.38,1023.7,0.282967033,572,0.128235051,6155.48,0.726027397
53849651,730.71,19,662.63,15,772.83,18,881.13,21,862.81,25,943.25,22,880.09,20,906.09,22,625.73,24,833.97,19,869.55,23,1313.51,29,1378.34,975.77,1258.03,1163.84,1839.71,2481.71,1184.9,0.271273853,1193,0.116074391,10282.3,0.352054795
54279893,1317.96,57,1112.86,54,1192.69,52,1038.62,54,1063.09,58,872.18,50,1209.42,55,876.48,50,811.7,54,962.42,56,981.23,52,1365.59,55,1635.12,1834.36,1896.3,1819.38,2145.82,1696.68,1776.58,0.387892377,983,0.199448803,12804.24,0.88630137
54429818,709.35,40,583.2,37,839.14,35,933.54,36,821.06,38,629.21,24,868.56,42,840.89,44,666.51,40,577.45,37,635.38,35,659.71,38,777.94,1369.58,1780.34,1492.99,1533.21,1039.62,770.32,0.40884653,1520,0.252701114,8764,0.610958904
54869841,600.93,32,656.59,30,769.66,31,872.88,32,624.33,29,651.93,33,568.54,25,836.74,31,758.27,35,677.51,26,946.19,32,889.75,33,781.37,1114.39,1375.65,1205.92,1429.96,1447.76,1498.27,0.241595697,996,0.119998171,8853.32,0.505479452
55399866,549.89,34,540.2,36,504.56,35,557.17,32,720.55,39,511.9,34,461.64,29,467.7,31,486.77,37,449.92,29,369.91,31,376.6,26,697.07,666.69,957.18,1144.89,1208.06,652.85,670.07,0.191851266,608,0.074624908,5996.81,0.538356164
57299744,342.15,18,484.84,20,551.58,24,547.16,23,482.48,20,327.37,18,524.38,15,366.72,22,303.94,17,409.17,19,500.27,17,494.8,16,329.95,1115.29,1121.02,1032.52,317.84,1046.09,372.15,0.367825723,835,0.196539078,5334.86,0.31369863
57369892,394.2,22,408.7,21,569.85,23,436.74,22,524.08,25,418.71,25,461.42,27,459.56,25,514.87,24,366.52,19,362.65,29,557.39,26,674.37,1084.76,781.98,851.99,781.65,665.08,634.86,0.392671967,1044,0.203172644,5474.69,0.394520548
57399788,468.21,45,624.73,38,558.4,45,697.3,40,435.85,31,301.59,29,423.24,33,576.09,35,550.42,40,414.53,39,546.7,40,529.51,34,650.72,1039.66,711.33,980.8,811.13,1124.06,808.87,0.294020845,685,0.229702358,6126.57,0.615068493
57589744,372.17,25,350.99,22,522.53,27,673.74,23,411.4,26,469.13,25,523.41,25,491.78,21,440.11,26,362.53,25,427.82,21,540.47,31,179.74,1348.6,958.3,1006.28,1161.77,533.72,397.67,0.471711976,1032,0.240572893,5586.08,0.406849315
57669579,719.2,17,558.07,15,616.33,16,927.34,19,941.89,24,541.69,15,657.8,25,674.24,19,628.54,18,611.2,18,1113.85,30,1193.74,34,580.31,1102.8,521.99,773.82,1223.05,1193.64,3788.28,0.336035671,1069,0.183328279,9183.89,0.342465753
57779591,295.18,26,385.71,21,455.44,36,611.44,41,454.52,38,610.3,40,636.94,38,700.37,33,507.02,33,463.77,28,492.81,30,475.04,35,777.02,944.88,908.25,1111.99,644.28,817.43,884.69,0.257518248,949,0.142804448,6088.54,0.546575342
57939976,658.5,36,527.1,34,769.19,35,861.28,42,676.72,30,515.57,33,670.25,39,689.93,30,469.5,33,697.17,43,592.67,45,671.58,38,650.37,852.43,844.17,754.51,846.22,1945.89,1905.87,0.238633687,1158,0.144332566,7799.46,0.6
59519607,299.19,11,495.38,20,607.22,20,434.1,22,683.2,23,658.73,23,430.36,21,484.42,16,947.81,31,542.22,23,339.4,17,357.01,17,742.29,1287.2,752.46,817.6,1131.88,760.71,786.9,0.298187199,1069,0.152810253,6279.04,0.334246575
59709900,870.8,35,634.53,31,965.11,40,799.16,35,745.31,37,636.98,39,905.68,34,822.26,39,632.19,29,776.95,38,606.85,31,815.99,34,897.25,1575.4,1525.18,1490.23,1778.43,1272.51,672.81,0.327667189,1022,0.166876791,9211.81,0.578082192
62449976,782.5,19,519.95,24,821.41,28,841.51,21,936.67,18,516.32,24,737.93,21,577.73,22,647.93,18,628.12,20,773.34,22,472.05,21,530.34,853.12,1005.6,1273.91,1036.15,2004.21,1552.13,0.402301857,1385,0.201318453,8255.46,0.353424658
62719965,534.4,29,453.6,24,664.14,25,476.41,31,361.85,26,421.96,28,461.52,30,402.12,43,480.3,33,309.17,24,370.06,38,427.45,28,398.88,704.5,485.87,1029.29,1124.19,1203.82,416.43,0.372483221,944,0.152588384,5362.98,0.491780822
62919778,495.6,33,376.39,34,646.72,41,537.03,32,584.18,45,290.16,28,604.16,45,396.29,38,428.21,35,421.25,33,440.6,33,718.47,40,613.82,685.62,1079.89,859.48,1053.45,785.74,861.06,0.406458056,784,0.260491415,5939.06,0.598630137
64119580,713.97,18,492.41,17,1072.13,18,1224.28,20,746.92,19,188.89,7,496.15,14,508.32,8,794.31,10,268.21,9,887.4,19,2037.91,28,945.47,1785.24,1369.95,1621,1746.84,1074.81,887.59,0.252814739,742,0.099103488,9430.9,0.256164384
64239709,324.32,28,413.86,33,525.72,37,427,24,529.33,35,715.98,39,457.27,26,546.46,34,704.43,41,904.52,38,707.11,40,815.74,36,770.4,1146.24,1226.94,861.24,898.6,1277.76,890.56,0.398615232,911,0.178495588,7071.74,0.563013699
64649954,514.93,24,576.61,24,558.46,25,631.78,26,564.83,23,513.79,21,510.98,17,486.3,23,635.08,22,573.01,22,521.21,23,572.51,25,955.96,272.32,297.26,539.2,3810.31,727.46,56.98,0.3275,396,0.164642086,6659.49,0.376712329
65259994,595.56,29,500.5,26,467.22,23,712.64,24,353.72,15,502.97,26,735.33,37,600.93,28,638.78,29,517.33,40,582.45,31,917.31,26,619.41,1148.11,1531.79,862.07,970.27,1280.6,712.49,0.448679553,1142,0.239789331,7124.74,0.457534247
66299997,407.1,27,360.34,26,459.52,23,386.61,20,510.3,23,411.02,21,534.2,28,491.98,32,430.67,28,595.19,23,476.26,28,549.82,32,272.66,676.02,470.5,823.01,1009.56,1978.24,383.02,0.361391695,868,0.163925684,5613.01,0.426027397
66839833,378.38,18,508.82,23,440.46,19,526.22,19,531.92,22,456.72,19,528.92,26,425.85,18,357.37,22,397.92,20,350.45,18,542.28,13,868.48,709.44,799.56,939.88,421.55,1351.93,354.47,0.329038997,937,0.142457362,5445.31,0.324657534
66879569,414.87,20,228.15,10,322.74,21,513.28,30,596.12,33,593.82,31,695.34,29,685.05,35,401.28,26,480.58,22,534.14,28,1135.59,32,496.04,873.16,826.38,733.94,423.83,2165.02,1082.59,0.342590047,1199,0.163122923,6600.96,0.434246575
68029961,575.08,29,517.26,31,577.37,33,677.76,28,757.92,28,499.02,29,430.81,28,763.29,28,307.47,26,498.47,27,448.21,27,627.72,26,578.68,1039.92,680.56,760.41,916.04,1509.82,1194.95,0.375071633,933,0.193652426,6680.38,0.465753425
68149871,663.29,21,737,17,708.78,22,1169.7,23,809.34,20,924.55,22,697.9,25,813.17,22,768.71,19,1016.99,23,716.1,24,779.76,17,386.14,586.6,405.96,653.94,3234.46,2886.82,1651.37,0.403416023,1324,0.18972916,9805.29,0.349315068
68389615,552.77,15,505.31,18,759.34,23,784.83,25,744.76,27,444.66,16,651.86,30,473.52,21,461.18,21,601.52,24,564.44,22,633.29,21,894.53,1332.69,1757.26,1168.05,1272.97,165.98,586,0.334495641,1181,0.168098472,7177.48,0.360273973
68839813,733.4,30,714.57,28,969.58,36,921.27,35,931.8,34,756.94,37,760.11,35,566.86,36,944.52,37,678.8,31,772.02,30,806.65,36,720.55,669.95,1200.34,319.3,4843.7,1276.99,525.69,0.396205357,769,0.181885345,9556.52,0.554794521
69509749,448.94,29,487.91,30,676.7,30,527.95,25,386.36,24,443.41,29,577.95,30,582.2,25,589.78,26,442.65,18,694.81,29,648.47,27,1046.01,1063.35,967.42,932.88,918.49,661,917.98,0.334254144,852,0.200885922,6507.13,0.44109589
69779841,470.35,29,245.77,23,723.58,31,571.62,23,381.48,18,331.54,21,161.36,19,590.66,24,465.35,27,389.37,25,583.61,35,394.5,21,688.76,670.25,609.81,660.1,884.09,1080.4,715.78,0.243863816,1095,0.127445293,5309.19,0.405479452
69919596,943.5,27,879.68,34,863.96,34,1097.98,35,997.66,29,749.46,23,971.54,30,763.21,34,826.12,33,827.27,33,768.2,34,1230.56,27,896.19,1306.06,1403.31,612.93,1243.58,3237.4,2219.67,0.375727214,1661,0.189722317,10919.14,0.510958904
70579924,855.55,28,349.33,22,611.01,22,897.12,18,278.36,9,533.67,28,581.55,22,744.99,26,525.58,28,372.15,23,776.64,31,502.08,25,742.61,1920.22,607.47,972.3,644.14,1022.32,1118.97,0.334771574,1100,0.173554079,7028.03,0.38630137
70679598,NA,NA,380.91,15,681.81,24,1539.55,49,1343.18,47,1228.24,50,934.45,35,1093.37,39,668.98,25,756.87,34,441.55,18,944.35,29,1138.58,1319.15,1014.99,1375.88,1486.84,1924.31,1753.51,0.223236515,1232,0.119908381,10013.26,0.5
71029783,403.68,22,347.42,22,604.76,33,496.43,30,475.02,24,411.18,25,465.81,29,632.62,29,448.07,29,464.71,26,527.92,24,350.24,17,871.48,682.3,796.14,772.52,1045.78,903.99,555.65,0.306562781,870,0.155654242,5627.86,0.424657534
71129575,234.79,16,295.78,10,308.26,13,413.05,20,471,22,394.01,20,472.13,18,750.08,28,692.32,21,644.96,25,695.3,28,772.8,31,880.49,771.76,791.71,966.93,1124.89,475.11,1133.59,0.229227193,838,0.101012599,6144.48,0.345205479
71419887,640.28,39,415.44,32,657.43,41,488.24,35,612.61,34,522.26,34,535.08,24,494.41,30,519.27,37,460.93,33,507.28,31,292.23,23,967.2,1444.35,1307.27,873.02,786.01,535.61,232,0.284027163,1047,0.142738373,6145.46,0.538356164
71429829,468.04,18,422.29,14,642.02,17,606.29,23,677.24,27,535.05,22,594.53,30,673.57,27,713.69,29,581.43,27,897.09,30,886.87,28,716.25,1175.94,1612.27,1388.14,1626.92,763.22,415.37,0.34519774,1001,0.178359945,7698.11,0.4
71719734,580.64,26,544.43,26,508.99,28,778.83,30,500.94,22,513.94,27,441.09,22,585.04,39,608.12,33,592.85,32,552.96,27,767.13,29,591.37,965.45,1074.62,872.89,949.47,1442.86,1078.3,0.287401575,778,0.131645749,6974.96,0.467123288
72549944,801.54,26,864.97,28,840.79,25,960.81,23,904.94,26,794.56,27,1083.06,27,626.7,21,828.02,22,951.27,24,965.9,25,860.54,22,1060.63,796.06,1268.22,1475.03,745.51,4377.84,759.81,0.315057712,859,0.161031178,10483.1,0.405479452
73179607,1118.39,48,505.95,21,689.39,30,808,24,557.87,25,725.37,28,639.11,27,480.3,21,565.87,20,526.02,19,598.03,25,762.41,34,613.61,1269.77,861.84,805.84,1016.3,3087.57,321.78,0.369306524,1281,0.217497037,7976.71,0.44109589
74639901,795.69,20,639.73,22,785.45,26,779.47,25,626.93,22,643.93,25,580.05,24,669.76,21,655.22,28,503.44,24,523.66,27,1019.95,35,1006.62,1368.92,1270.78,1026.28,1741.99,1257.9,550.79,0.266533637,823,0.122458867,8223.28,0.409589041
74699977,657.34,25,677.01,34,1088.17,38,1053.11,34,1000.66,38,708.41,36,1045.62,44,809.62,38,775.68,35,941.55,34,775.25,31,1155.03,39,873.72,2093.5,1791.63,1227.18,1758.95,1826.64,1115.83,0.442820731,1441,0.192162942,10687.45,0.583561644
74839726,514.17,23,515.38,24,586.92,21,628.2,26,348.98,21,310.25,13,640.39,25,579.09,21,256.62,10,303.46,10,561.98,18,648.47,19,180.82,725.92,867.03,862.12,919.87,830.34,1507.81,0.432312925,1331,0.209927399,5893.91,0.316438356
75899684,536.44,41,470.48,37,729.47,34,826.6,45,698.05,41,484.63,41,744.48,42,613.04,35,610.32,39,623.42,36,480.85,35,545.04,43,622.71,952.97,1129.22,1346.29,639.9,1039.28,1632.45,0.376084656,1141,0.197799588,7362.82,0.642465753
76109834,603.88,29,579.68,27,811.73,28,708.37,28,885.36,32,818.92,29,600.88,27,485.28,22,681.32,28,611.2,26,638.23,32,679.87,24,399.52,1678.23,2158.3,1311.88,2380.43,145.93,30.43,0.282740676,1101,0.131682419,8104.72,0.454794521
76809855,473.43,17,488.05,19,504.33,23,576.3,22,430.24,21,479.29,16,510.06,19,560.4,17,524.83,16,426.91,17,701.7,21,284.56,13,620.38,1101.06,1201.57,944.47,690.61,721.17,680.84,0.36509434,1011,0.185414796,5960.1,0.302739726
76819747,470.44,40,469.98,38,599.95,43,668.27,43,517.22,38,551.05,42,626.68,46,559.65,44,521.51,44,613.82,44,605.84,47,841.7,49,279.43,494.75,647.61,834.06,804.53,3099.05,886.68,0.279079,1056,0.155371566,7046.11,0.709589041
76829675,377.52,16,474.2,10,61.19,4,278.76,2,348.37,7,595.17,14,413.2,16,766.97,29,572.37,17,752.19,21,717.32,28,1021.28,30,535.28,312.87,260.86,515.8,796.55,2489.3,1467.88,0.310188679,1007,0.176058903,6378.54,0.265753425
77809802,323.57,35,368.32,19,330.18,37,432.49,39,584.34,38,409.5,32,511.72,36,452.33,41,477.28,36,379.88,29,577.94,41,546.28,43,483.93,851.34,929.68,898.15,699.34,874.98,656.41,0.292586751,665,0.158371302,5393.83,0.583561644
77839644,832.59,28,391.3,25,805.53,33,820.94,36,750.36,26,582.39,30,763.72,28,924.18,35,657.71,27,815.5,38,996.96,37,860.39,30,612.53,1254.68,837.62,1441.16,1364.3,1734.75,1956.53,0.31787234,1368,0.157468772,9201.57,0.510958904
77989975,547.81,30,563.65,37,946.78,53,1045.97,52,777.97,42,437.76,29,342.65,19,475.12,18,155.89,7,204.97,8,155.37,9,548.24,12,731.8,835.3,880.88,933.23,1224.17,882.44,714.36,0.241268135,1130,0.125510057,6202.18,0.432876712
78289618,320.96,15,413.83,21,490.62,21,641.16,30,744.84,31,560.75,26,552,27,327.02,16,456.7,23,553.35,26,674.55,28,508.49,20,1180.72,758.94,1438.57,1496,1343.61,16.22,10.21,0.379364457,655,0.193201948,6244.27,0.389041096
78509919,451.95,24,610.89,28,574.39,28,734.34,26,629.46,23,682.65,27,785.1,27,593.98,25,918.94,31,556.16,21,778.16,22,607.11,21,292.59,585.86,892.78,1337.05,3759.69,789.96,265.2,0.244515652,1037,0.106087598,7923.13,0.415068493
79139995,865.09,27,589.81,22,970.54,27,1023.42,28,985.47,31,928.47,27,611.85,18,1443.58,28,550.49,18,602.33,22,467.09,17,834.31,26,1218,1715.5,1238.98,1803.35,1722.54,904.26,1269.82,0.377570606,1408,0.194783787,9872.45,0.398630137
